2023-04-01 16:33:56,585 | 1.1.0 | INFO | ibmfl.util.config                             | Getting details from config file.
2023-04-03 16:48:06,531 | 1.1.0 | INFO | ibmfl.util.config                             | No evidencia recordeer config provided for this setup.
2023-04-03 16:48:06,531 | 1.1.0 | INFO | ibmfl.util.data_handlers.housing_mlp_keras_data_handler | Yes npz_file is present for housing_mlp!
2023-04-03 16:48:06,531 | 1.1.0 | INFO | ibmfl.util.data_handlers.housing_mlp_keras_data_handler | Loaded training data from examples/data/housing_mlp/random/data_party0.npz
2023-04-03 16:48:06,533 | 1.1.0 | INFO | __main__                                      | Error occurred while loading aggregator configuration
2023-04-03 16:48:06,533 | 1.1.0 | ERROR | __main__                                      | Unable to load training data from path provided in config file: examples/data/housing_mlp/random/data_party0.npz
Traceback (most recent call last):
  File "/Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/ibmfl/util/data_handlers/housing_mlp_keras_data_handler.py", line 72, in load_dataset
    x_train = data_train['x_train']
  File "/Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/numpy/lib/npyio.py", line 259, in __getitem__
    raise KeyError("%s is not a file in the archive" % key)
KeyError: 'x_train is not a file in the archive'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/ibmfl/aggregator/aggregator.py", line 72, in __init__
    self.data_handler = data_cls_ref(data_config=data_info)
  File "/Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/ibmfl/util/data_handlers/housing_mlp_keras_data_handler.py", line 33, in __init__
    (self.x_train, self.y_train), (self.x_test, self.y_test) = self.load_dataset()
  File "/Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/ibmfl/util/data_handlers/housing_mlp_keras_data_handler.py", line 79, in load_dataset
    self.file_name)
OSError: Unable to load training data from path provided in config file: examples/data/housing_mlp/random/data_party0.npz
2023-04-03 16:48:35,855 | 1.1.0 | INFO | ibmfl.util.config                             | Getting details from config file.
2023-04-03 16:48:35,934 | 1.1.0 | INFO | ibmfl.util.config                             | No metrics recorder config provided for this setup.
2023-04-03 16:48:35,934 | 1.1.0 | INFO | ibmfl.util.config                             | No model config provided for this setup.
2023-04-03 16:48:36,134 | 1.1.0 | INFO | ibmfl.util.config                             | No metrics config provided for this setup.
2023-04-03 16:48:36,134 | 1.1.0 | INFO | ibmfl.util.config                             | No evidencia recordeer config provided for this setup.
2023-04-03 16:48:36,134 | 1.1.0 | INFO | ibmfl.util.data_handlers.housing_mlp_keras_data_handler | Yes npz_file is present for housing_mlp!
2023-04-03 16:48:36,135 | 1.1.0 | INFO | ibmfl.util.data_handlers.housing_mlp_keras_data_handler | Loaded training data from examples/data/housing_mlp/random/data_party0.npz
2023-04-03 16:48:36,136 | 1.1.0 | INFO | __main__                                      | Error occurred while loading aggregator configuration
2023-04-03 16:48:36,136 | 1.1.0 | ERROR | __main__                                      | Unable to load training data from path provided in config file: examples/data/housing_mlp/random/data_party0.npz
Traceback (most recent call last):
  File "/Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/ibmfl/util/data_handlers/housing_mlp_keras_data_handler.py", line 72, in load_dataset
    x_train = data_train['x_train']
  File "/Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/numpy/lib/npyio.py", line 259, in __getitem__
    raise KeyError("%s is not a file in the archive" % key)
KeyError: 'x_train is not a file in the archive'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/ibmfl/aggregator/aggregator.py", line 72, in __init__
    self.data_handler = data_cls_ref(data_config=data_info)
  File "/Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/ibmfl/util/data_handlers/housing_mlp_keras_data_handler.py", line 33, in __init__
    (self.x_train, self.y_train), (self.x_test, self.y_test) = self.load_dataset()
  File "/Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/ibmfl/util/data_handlers/housing_mlp_keras_data_handler.py", line 79, in load_dataset
    self.file_name)
OSError: Unable to load training data from path provided in config file: examples/data/housing_mlp/random/data_party0.npz
2023-04-03 16:48:56,352 | 1.1.0 | INFO | ibmfl.util.config                             | Getting details from config file.
2023-04-03 16:48:56,430 | 1.1.0 | INFO | ibmfl.util.config                             | No metrics recorder config provided for this setup.
2023-04-03 16:48:56,430 | 1.1.0 | INFO | ibmfl.util.config                             | No model config provided for this setup.
2023-04-03 16:48:56,630 | 1.1.0 | INFO | ibmfl.util.config                             | No metrics config provided for this setup.
2023-04-03 16:48:56,631 | 1.1.0 | INFO | ibmfl.util.config                             | No evidencia recordeer config provided for this setup.
2023-04-03 16:48:56,631 | 1.1.0 | INFO | ibmfl.util.data_handlers.housing_mlp_keras_data_handler | Yes npz_file is present for housing_mlp!
2023-04-03 16:48:56,631 | 1.1.0 | INFO | ibmfl.util.data_handlers.housing_mlp_keras_data_handler | Loaded training data from examples/data/housing_mlp/random/data_party0.npz
2023-04-03 16:48:56,632 | 1.1.0 | INFO | __main__                                      | Error occurred while loading aggregator configuration
2023-04-03 16:48:56,632 | 1.1.0 | ERROR | __main__                                      | Unable to load training data from path provided in config file: examples/data/housing_mlp/random/data_party0.npz
Traceback (most recent call last):
  File "/Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/ibmfl/util/data_handlers/housing_mlp_keras_data_handler.py", line 71, in load_dataset
    print(data_train.shape)
AttributeError: 'NpzFile' object has no attribute 'shape'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/ibmfl/aggregator/aggregator.py", line 72, in __init__
    self.data_handler = data_cls_ref(data_config=data_info)
  File "/Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/ibmfl/util/data_handlers/housing_mlp_keras_data_handler.py", line 33, in __init__
    (self.x_train, self.y_train), (self.x_test, self.y_test) = self.load_dataset()
  File "/Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/ibmfl/util/data_handlers/housing_mlp_keras_data_handler.py", line 79, in load_dataset
    self.file_name)
OSError: Unable to load training data from path provided in config file: examples/data/housing_mlp/random/data_party0.npz
2023-04-03 17:21:44,512 | 1.1.0 | INFO | ibmfl.util.config                             | Getting details from config file.
2023-04-03 17:21:44,608 | 1.1.0 | INFO | ibmfl.util.config                             | No metrics recorder config provided for this setup.
2023-04-03 17:21:44,608 | 1.1.0 | INFO | ibmfl.util.config                             | No model config provided for this setup.
2023-04-03 17:21:44,940 | 1.1.0 | INFO | ibmfl.util.config                             | No metrics config provided for this setup.
2023-04-03 17:21:44,940 | 1.1.0 | INFO | ibmfl.util.config                             | No evidencia recordeer config provided for this setup.
2023-04-03 17:21:44,940 | 1.1.0 | INFO | ibmfl.util.data_handlers.housing_mlp_keras_data_handler | Yes npz_file is present for housing_mlp!
2023-04-03 17:21:44,940 | 1.1.0 | INFO | ibmfl.util.data_handlers.housing_mlp_keras_data_handler | Loaded training data from examples/data/housing_mlp/random/data_party0.npz
2023-04-03 17:21:44,950 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | RestSender initialized
2023-04-03 17:21:44,950 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | State: States.START
2023-04-03 17:21:44,950 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Receiver Initialized
2023-04-03 17:21:44,950 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Initializing Flask application
2023-04-03 17:21:44,954 | 1.1.0 | INFO | __main__                                      | Aggregator initialization successful
2023-04-03 17:21:52,118 | 1.1.0 | INFO | root                                          | State: States.CLI_WAIT
2023-04-03 17:21:52,118 | 1.1.0 | INFO | __main__                                      | Aggregator start successful
2023-04-03 17:21:52,121 | 1.1.0 | INFO | werkzeug                                      |  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2023-04-03 17:22:17,749 | 1.1.0 | INFO | ibmfl.util.config                             | Getting config from file
2023-04-03 17:22:17,749 | 1.1.0 | INFO | ibmfl.util.config                             | Getting details from config file.
2023-04-03 17:22:17,749 | 1.1.0 | WARNING | ibmfl.util.config                             | Yaml configuration file not found: examples/configs/iter_avg/keras/config_party0.yml
2023-04-03 17:22:45,074 | 1.1.0 | INFO | ibmfl.util.config                             | Getting config from file
2023-04-03 17:22:45,074 | 1.1.0 | INFO | ibmfl.util.config                             | Getting details from config file.
2023-04-03 17:22:45,154 | 1.1.0 | INFO | ibmfl.util.config                             | No metrics recorder config provided for this setup.
2023-04-03 17:22:48,136 | 1.1.0 | INFO | ibmfl.util.config                             | No metrics config provided for this setup.
2023-04-03 17:22:48,136 | 1.1.0 | INFO | ibmfl.util.config                             | No evidencia recordeer config provided for this setup.
2023-04-03 17:22:48,136 | 1.1.0 | INFO | ibmfl.util.data_handlers.housing_mlp_keras_data_handler | Yes npz_file is present for housing_mlp!
2023-04-03 17:22:48,136 | 1.1.0 | INFO | ibmfl.util.data_handlers.housing_mlp_keras_data_handler | Loaded training data from examples/data/housing_mlp/random/data_party0.npz
2023-04-03 17:22:48,145 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/ibmfl/model/keras_fl_model.py:59: The name tf.get_default_graph is deprecated. Please use tf.compat.v1.get_default_graph instead.

2023-04-03 17:22:48,145 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/ibmfl/model/keras_fl_model.py:60: The name tf.Session is deprecated. Please use tf.compat.v1.Session instead.

2023-04-03 17:22:48,163 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/keras/backend/tensorflow_backend.py:517: The name tf.placeholder is deprecated. Please use tf.compat.v1.placeholder instead.

2023-04-03 17:22:48,165 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/keras/backend/tensorflow_backend.py:4115: The name tf.random_normal is deprecated. Please use tf.random.normal instead.

2023-04-03 17:22:49,113 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/keras/backend/tensorflow_backend.py:174: The name tf.get_default_session is deprecated. Please use tf.compat.v1.get_default_session instead.

2023-04-03 17:22:49,114 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/keras/backend/tensorflow_backend.py:181: The name tf.ConfigProto is deprecated. Please use tf.compat.v1.ConfigProto instead.

2023-04-03 17:22:49,114 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/keras/backend/tensorflow_backend.py:190: The name tf.global_variables is deprecated. Please use tf.compat.v1.global_variables instead.

2023-04-03 17:22:49,114 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/keras/backend/tensorflow_backend.py:199: The name tf.is_variable_initialized is deprecated. Please use tf.compat.v1.is_variable_initialized instead.

2023-04-03 17:22:49,307 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/keras/backend/tensorflow_backend.py:206: The name tf.variables_initializer is deprecated. Please use tf.compat.v1.variables_initializer instead.

2023-04-03 17:22:49,610 | 1.1.0 | ERROR | ibmfl.model.keras_fl_model                    | Loading model via keras.models.load_model failed!
2023-04-03 17:22:49,614 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/keras/initializers.py:143: calling RandomNormal.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
2023-04-03 17:22:49,615 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/ops/init_ops.py:97: calling Zeros.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
2023-04-03 17:22:49,622 | 1.1.0 | WARNING | tensorflow                                    | From /Users/armaghan/opt/anaconda3/envs/ibm_fl/lib/python3.6/site-packages/tensorflow_core/python/ops/resource_variable_ops.py:1630: calling BaseResourceVariable.__init__ (from tensorflow.python.ops.resource_variable_ops) with constraint is deprecated and will be removed in a future version.
Instructions for updating:
If using Keras pass *_constraint arguments to layers.
2023-04-03 17:22:51,808 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | RestSender initialized
2023-04-03 17:22:51,812 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Receiver Initialized
2023-04-03 17:22:51,812 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Initializing Flask application
2023-04-03 17:22:51,815 | 1.1.0 | INFO | __main__                                      | Party initialization successful
2023-04-03 17:22:54,727 | 1.1.0 | INFO | __main__                                      | Party start successful
2023-04-03 17:22:54,730 | 1.1.0 | INFO | werkzeug                                      |  * Running on http://127.0.0.1:8085/ (Press CTRL+C to quit)
2023-04-03 17:22:57,136 | 1.1.0 | INFO | __main__                                      | Registering party...
2023-04-03 17:22:57,157 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :6
2023-04-03 17:22:57,158 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Adding party with id cdc14bf1-4e12-4358-9586-bb0668dc65a9
2023-04-03 17:22:57,158 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Total number of registered parties:1
2023-04-03 17:22:57,158 | 1.1.0 | INFO | werkzeug                                      | 127.0.0.1 - - [03/Apr/2023 17:22:57] "POST /6 HTTP/1.1" 200 -
2023-04-03 17:22:57,160 | 1.1.0 | INFO | __main__                                      | Registration Successful
2023-04-03 17:23:03,441 | 1.1.0 | INFO | root                                          | State: States.TRAIN
2023-04-03 17:23:03,441 | 1.1.0 | INFO | __main__                                      | Initiating Global Training.
2023-04-03 17:23:03,441 | 1.1.0 | INFO | ibmfl.aggregator.fusion.fusion_handler        | Warm start disabled.
2023-04-03 17:23:03,441 | 1.1.0 | INFO | ibmfl.aggregator.fusion.iter_avg_fusion_handler | Model updateNone
2023-04-03 17:23:03,441 | 1.1.0 | INFO | ibmfl.aggregator.fusion.fusion_state_service  | Fusion state States.SND_MODEL
2023-04-03 17:23:03,441 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | State: States.SND_REQ
2023-04-03 17:23:03,454 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :7
2023-04-03 17:23:03,455 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | received a async request
2023-04-03 17:23:03,455 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | finished async request
2023-04-03 17:23:03,455 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | Handling async request in a separate thread
2023-04-03 17:23:03,456 | 1.1.0 | INFO | werkzeug                                      | 127.0.0.1 - - [03/Apr/2023 17:23:03] "POST /7 HTTP/1.1" 200 -
2023-04-03 17:23:03,457 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | Received request from aggregator
2023-04-03 17:23:03,457 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | Received request in with message_type:  7
2023-04-03 17:23:03,457 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | Received request in PH 7
2023-04-03 17:23:03,457 | 1.1.0 | INFO | ibmfl.party.training.local_training_handler   | No model update was provided.
2023-04-03 17:23:03,458 | 1.1.0 | INFO | ibmfl.party.training.fedavg_local_training_handler | Local training started...
2023-04-03 17:23:03,458 | 1.1.0 | INFO | ibmfl.model.keras_fl_model                    | Training hps for this round => batch_size: 128, epochs 3, steps_per_epoch 100
2023-04-03 17:23:03,545 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Total number of success responses :1
2023-04-03 17:23:03,545 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Number of parties queried:1
2023-04-03 17:23:03,545 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Number of registered parties:1
2023-04-03 17:23:03,545 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | State: States.QUORUM_WAIT
2023-04-03 17:23:06,814 | 1.1.0 | INFO | ibmfl.party.training.fedavg_local_training_handler | Local training done, generating model update...
2023-04-03 17:23:06,814 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | successfully finished async request
2023-04-03 17:23:06,820 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :7
2023-04-03 17:23:06,825 | 1.1.0 | INFO | werkzeug                                      | 127.0.0.1 - - [03/Apr/2023 17:23:06] "POST /7 HTTP/1.1" 200 -
2023-04-03 17:23:08,549 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Timeout:60 Time spent:5
2023-04-03 17:23:08,549 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | State: States.PROC_RSP
2023-04-03 17:23:08,550 | 1.1.0 | INFO | ibmfl.aggregator.fusion.fusion_state_service  | Fusion state States.RCV_MODEL
2023-04-03 17:23:08,550 | 1.1.0 | INFO | ibmfl.aggregator.fusion.fusion_state_service  | Fusion state States.AGGREGATING
2023-04-03 17:23:08,550 | 1.1.0 | INFO | ibmfl.aggregator.fusion.fedavg_fusion_handler | @FedAvgFuctionHandler::fusion_collected_responses
2023-04-03 17:23:08,554 | 1.1.0 | INFO | ibmfl.aggregator.fusion.iter_avg_fusion_handler | Aggregation Time: 0:00:03.790000
2023-04-03 17:23:08,555 | 1.1.0 | INFO | ibmfl.aggregator.fusion.iter_avg_fusion_handler | Model update<ibmfl.model.model_update.ModelUpdate object at 0x7fa84213c5f8>
2023-04-03 17:23:08,556 | 1.1.0 | INFO | ibmfl.aggregator.fusion.fusion_state_service  | Fusion state States.SND_MODEL
2023-04-03 17:23:08,556 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | State: States.SND_REQ
2023-04-03 17:23:08,564 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :7
2023-04-03 17:23:08,568 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | received a async request
2023-04-03 17:23:08,568 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | finished async request
2023-04-03 17:23:08,568 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | Handling async request in a separate thread
2023-04-03 17:23:08,569 | 1.1.0 | INFO | werkzeug                                      | 127.0.0.1 - - [03/Apr/2023 17:23:08] "POST /7 HTTP/1.1" 200 -
2023-04-03 17:23:08,569 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | Received request from aggregator
2023-04-03 17:23:08,569 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | Received request in with message_type:  7
2023-04-03 17:23:08,569 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | Received request in PH 7
2023-04-03 17:23:08,588 | 1.1.0 | INFO | ibmfl.party.training.local_training_handler   | Local model updated.
2023-04-03 17:23:08,588 | 1.1.0 | INFO | ibmfl.party.training.fedavg_local_training_handler | Local training started...
2023-04-03 17:23:08,588 | 1.1.0 | INFO | ibmfl.model.keras_fl_model                    | Training hps for this round => batch_size: 128, epochs 3, steps_per_epoch 100
2023-04-03 17:23:08,662 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Total number of success responses :1
2023-04-03 17:23:08,662 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Number of parties queried:1
2023-04-03 17:23:08,662 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Number of registered parties:1
2023-04-03 17:23:08,662 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | State: States.QUORUM_WAIT
2023-04-03 17:23:08,777 | 1.1.0 | INFO | ibmfl.party.training.fedavg_local_training_handler | Local training done, generating model update...
2023-04-03 17:23:08,777 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | successfully finished async request
2023-04-03 17:23:08,783 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :7
2023-04-03 17:23:08,787 | 1.1.0 | INFO | werkzeug                                      | 127.0.0.1 - - [03/Apr/2023 17:23:08] "POST /7 HTTP/1.1" 200 -
2023-04-03 17:23:13,666 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Timeout:60 Time spent:5
2023-04-03 17:23:13,666 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | State: States.PROC_RSP
2023-04-03 17:23:13,667 | 1.1.0 | INFO | ibmfl.aggregator.fusion.fusion_state_service  | Fusion state States.RCV_MODEL
2023-04-03 17:23:13,667 | 1.1.0 | INFO | ibmfl.aggregator.fusion.fusion_state_service  | Fusion state States.AGGREGATING
2023-04-03 17:23:13,667 | 1.1.0 | INFO | ibmfl.aggregator.fusion.fedavg_fusion_handler | @FedAvgFuctionHandler::fusion_collected_responses
2023-04-03 17:23:13,669 | 1.1.0 | INFO | ibmfl.aggregator.fusion.iter_avg_fusion_handler | Aggregation Time: 0:00:01.756000
2023-04-03 17:23:13,670 | 1.1.0 | INFO | ibmfl.aggregator.fusion.iter_avg_fusion_handler | Model update<ibmfl.model.model_update.ModelUpdate object at 0x7fa842109198>
2023-04-03 17:23:13,670 | 1.1.0 | INFO | ibmfl.aggregator.fusion.fusion_state_service  | Fusion state States.SND_MODEL
2023-04-03 17:23:13,670 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | State: States.SND_REQ
2023-04-03 17:23:13,678 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :7
2023-04-03 17:23:13,682 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | received a async request
2023-04-03 17:23:13,682 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | finished async request
2023-04-03 17:23:13,682 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | Handling async request in a separate thread
2023-04-03 17:23:13,683 | 1.1.0 | INFO | werkzeug                                      | 127.0.0.1 - - [03/Apr/2023 17:23:13] "POST /7 HTTP/1.1" 200 -
2023-04-03 17:23:13,683 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | Received request from aggregator
2023-04-03 17:23:13,683 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | Received request in with message_type:  7
2023-04-03 17:23:13,683 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | Received request in PH 7
2023-04-03 17:23:13,700 | 1.1.0 | INFO | ibmfl.party.training.local_training_handler   | Local model updated.
2023-04-03 17:23:13,701 | 1.1.0 | INFO | ibmfl.party.training.fedavg_local_training_handler | Local training started...
2023-04-03 17:23:13,701 | 1.1.0 | INFO | ibmfl.model.keras_fl_model                    | Training hps for this round => batch_size: 128, epochs 3, steps_per_epoch 100
2023-04-03 17:23:13,771 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Total number of success responses :1
2023-04-03 17:23:13,771 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Number of parties queried:1
2023-04-03 17:23:13,772 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Number of registered parties:1
2023-04-03 17:23:13,772 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | State: States.QUORUM_WAIT
2023-04-03 17:23:13,870 | 1.1.0 | INFO | ibmfl.party.training.fedavg_local_training_handler | Local training done, generating model update...
2023-04-03 17:23:13,870 | 1.1.0 | INFO | ibmfl.party.party_protocol_handler            | successfully finished async request
2023-04-03 17:23:13,875 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Request received for path :7
2023-04-03 17:23:13,879 | 1.1.0 | INFO | werkzeug                                      | 127.0.0.1 - - [03/Apr/2023 17:23:13] "POST /7 HTTP/1.1" 200 -
2023-04-03 17:23:18,776 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | Timeout:60 Time spent:5
2023-04-03 17:23:18,777 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | State: States.PROC_RSP
2023-04-03 17:23:18,777 | 1.1.0 | INFO | ibmfl.aggregator.fusion.fusion_state_service  | Fusion state States.RCV_MODEL
2023-04-03 17:23:18,777 | 1.1.0 | INFO | ibmfl.aggregator.fusion.fusion_state_service  | Fusion state States.AGGREGATING
2023-04-03 17:23:18,778 | 1.1.0 | INFO | ibmfl.aggregator.fusion.fedavg_fusion_handler | @FedAvgFuctionHandler::fusion_collected_responses
2023-04-03 17:23:18,779 | 1.1.0 | INFO | ibmfl.aggregator.fusion.iter_avg_fusion_handler | Aggregation Time: 0:00:01.322000
2023-04-03 17:23:18,779 | 1.1.0 | INFO | ibmfl.aggregator.fusion.iter_avg_fusion_handler | Reached maximum global rounds. Finish training :) 
2023-04-03 17:23:18,779 | 1.1.0 | INFO | __main__                                      | Finished Global Training
2023-04-03 17:37:22,876 | 1.1.0 | INFO | ibmfl.util.config                             | Getting details from config file.
2023-04-03 17:37:22,966 | 1.1.0 | INFO | ibmfl.util.config                             | No metrics recorder config provided for this setup.
2023-04-03 17:37:22,966 | 1.1.0 | INFO | ibmfl.util.config                             | No model config provided for this setup.
2023-04-03 17:37:23,299 | 1.1.0 | INFO | ibmfl.util.config                             | No metrics config provided for this setup.
2023-04-03 17:37:23,299 | 1.1.0 | INFO | ibmfl.util.config                             | No evidencia recordeer config provided for this setup.
2023-04-03 17:37:23,300 | 1.1.0 | INFO | ibmfl.util.data_handlers.housing_mlp_keras_data_handler | Yes npz_file is present for housing_mlp!
2023-04-03 17:37:23,300 | 1.1.0 | INFO | ibmfl.util.data_handlers.housing_mlp_keras_data_handler | Loaded training data from examples/data/housing_mlp/random/data_party0.npz
2023-04-03 17:37:23,310 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | RestSender initialized
2023-04-03 17:37:23,310 | 1.1.0 | INFO | ibmfl.aggregator.protohandler.proto_handler   | State: States.START
2023-04-03 17:37:23,310 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Receiver Initialized
2023-04-03 17:37:23,310 | 1.1.0 | INFO | ibmfl.connection.flask_connection             | Initializing Flask application
2023-04-03 17:37:23,313 | 1.1.0 | INFO | __main__                                      | Aggregator initialization successful
2023-04-03 17:38:12,061 | 1.1.0 | INFO | ibmfl.util.config                             | Getting config from file
2023-04-03 17:38:12,061 | 1.1.0 | INFO | ibmfl.util.config                             | Getting details from config file.
2023-04-03 17:38:12,141 | 1.1.0 | INFO | ibmfl.util.config                             | No metrics recorder config provided for this setup.
2023-04-03 17:38:15,300 | 1.1.0 | INFO | ibmfl.util.config                             | No metrics config provided for this setup.
2023-04-03 17:38:15,300 | 1.1.0 | INFO | ibmfl.util.config                             | No evidencia recordeer config provided for this setup.
2023-04-03 17:38:15,300 | 1.1.0 | INFO | ibmfl.util.data_handlers.housing_mlp_keras_data_handler | Yes npz_file is present for housing_mlp!
2023-04-03 17:38:15,300 | 1.1.0 | INFO | ibmfl.util.data_handlers.housing_mlp_keras_data_handler | Loaded training data from examples/data/housing_mlp/random/data_party0.npz
